task,substrate,readout,ratio,swap_every,seed_idx,n_units,t_total,runtime_s,mean_acc_all,n_flips,v_final,alpha_final,dwell_final,recovery,post_mean,success_rate
adaptive_meta,random_graph_k25,meta_self,2.0,100,0,256,40000,7.533648252487183,0.5936782995402126,19,0.5542988249087674,0.02,100.0,0.33994556956661504,0.9363305263157896,1.0
adaptive_meta,random_graph_k25,meta_self,2.0,100,1,256,40000,7.264596939086914,0.5958645511419312,19,0.5542988249087674,0.02,100.0,0.3391497156550454,0.9379878947368422,1.0
adaptive_meta,random_graph_k25,meta_self,2.0,100,6,256,40000,5.0625646114349365,0.5946385769201779,19,0.5542988249087674,0.02,100.0,0.3384826799438908,0.9359178947368422,1.0
adaptive_meta,random_graph_k25,meta_self,2.0,100,7,256,40000,4.969452381134033,0.5958816361397954,19,0.5542988249087674,0.02,100.0,0.3449647195271633,0.9434049999999999,1.0
adaptive_meta,random_graph_k25,meta_self,2.0,100,8,256,40000,6.2493674755096436,0.5956615411673074,19,0.5542988249087674,0.02,100.0,0.339139666851749,0.9371542105263158,1.0
adaptive_meta,random_graph_k25,meta_self,2.0,100,9,256,40000,5.057685852050781,0.595560287429964,19,0.5542988249087674,0.02,100.0,0.33951743315117333,0.9375689473684211,1.0
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,2,256,40000,5.084964036941528,0.4998884450139443,1,0.018362488945097857,0.16666666851289386,11.999999867071644,-0.004654936820452551,0.49757856425702807,0.4819277108433735
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,3,256,40000,5.0587780475616455,0.4963227054596618,1,-0.221499368766438,0.19277093478336627,10.375008049048352,-0.014519008962679977,0.48417570281124495,0.2710843373493976
adaptive_meta,random_graph_k25,meta_self,2.0,100,4,256,40000,7.083696126937866,0.5934196376975452,19,0.5542988249087674,0.02,100.0,0.338930050264473,0.9347610526315788,1.0
adaptive_meta,random_graph_k25,meta_self,2.0,100,5,256,40000,7.495827674865723,0.5965468204316474,19,0.5542988249087674,0.02,100.0,0.3394245780122154,0.9387431578947367,1.0
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,0,256,40000,7.075800657272339,0.47635737795532773,2,-0.11916225157248658,0.1831840523882565,10.917980981013692,-0.00654656430600451,0.4712043172690763,0.27710843373493976
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,1,256,40000,7.269002676010132,0.48912075073490613,2,-0.07902839855706281,0.2,9.98474855085328,-0.009175715055343318,0.48145858433734934,0.30120481927710846
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,4,256,40000,5.879018068313599,0.497446672194166,2,-0.00499713009992192,0.16666666666666657,12.000000000000007,-0.004379175237535514,0.49468750000000006,0.4819277108433735
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,5,256,40000,7.220248699188232,0.4800713549910806,1,-0.16323765615608093,0.1580921127713884,12.650852499467394,-0.007178543442060932,0.47427434738955815,0.2891566265060241
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,6,256,40000,6.9868433475494385,0.49623627547046567,1,0.01705705795414645,0.14165174835091932,14.119133884922642,-0.0022201366441375265,0.4951315261044177,0.1144578313253012
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,7,256,40000,6.203553676605225,0.4868215622723047,2,-0.14933395904771798,0.16666863737374,11.999858110768454,-0.011967798021353714,0.4772783634538153,0.39759036144578314
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,8,256,40000,7.299233436584473,0.49702180849727395,1,0.007068890817847909,0.19891123495802926,10.054736226548513,-0.007107607258301511,0.4910933734939759,0.3674698795180723
adaptive_meta,random_graph_k25,meta_adapt,0.24,12,9,256,40000,5.748227596282959,0.5011875329765584,1,-0.08882931057222311,0.16666666666675972,11.9999999999933,-0.007139282740718975,0.49616616465863456,0.45180722891566266
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,0,256,40000,5.120187997817993,0.48392000200999974,1,-0.09803491246695019,0.18322880442312817,10.915314359533903,0.006436496197355773,0.49268305744888025,0.25316455696202533
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,1,256,40000,6.2133378982543945,0.4970351247456094,1,-0.05676805591267704,0.2,9.972658889973934,0.01084837328994231,0.5092470788704967,0.16455696202531644
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,2,256,40000,5.281148910522461,0.5039262832592146,1,0.010961239534695078,0.08000103940133996,24.999675191301346,-0.01199718138499709,0.49753578383641667,0.4936708860759494
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,3,256,40000,5.079840183258057,0.5104429536946308,1,0.010792628604617757,0.19274185289514573,10.376573483954354,0.0028522982787009925,0.5149793086660175,0.1518987341772152
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,4,256,40000,5.278111934661865,0.49905014949373133,2,-0.00022253404963411966,0.08000000519563322,24.999998376364726,0.003435827410740544,0.5013101265822785,0.4810126582278481
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,5,256,40000,6.011538982391357,0.4854229793221276,3,-0.0797161015586074,0.15800086892997398,12.65815823384111,-0.006549296761525224,0.4805170399221032,0.26582278481012656
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,6,256,40000,5.279132843017578,0.4788128438983944,3,-0.1862244673513705,0.1431343457224489,13.972886730332284,0.007030663222559018,0.48880525803310626,0.379746835443038
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,7,256,40000,5.083251476287842,0.49501306499836684,2,-0.1711525247812821,0.2,9.508144422195812,0.008276689710054439,0.5056416747809153,0.25316455696202533
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,8,256,40000,7.009240388870239,0.497901183387352,1,-0.07358587982579433,0.13195415414880352,15.156779359478277,0.011037232076136994,0.5112624148003896,0.43037974683544306
adaptive_meta,random_graph_k25,meta_adapt,0.5,25,9,256,40000,7.241563558578491,0.5003616743297906,1,-0.0477274893906241,0.08000006555128181,24.99997951524122,0.0047053145470955645,0.5039106621226874,0.4936708860759494
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,2,256,40000,5.1087987422943115,0.4856053867993266,4,-0.20293201636246916,0.2,7.952533745879535,0.015588673613111798,0.5034835897435898,0.1794871794871795
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,3,256,40000,5.126241207122803,0.5066742041657245,3,-0.13140571448784077,0.1734314906531244,11.531931095490297,0.11463543647363875,0.622287435897436,0.46153846153846156
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,4,256,40000,5.036086082458496,0.4791132132358484,2,0.013454378414655133,0.18070724625669893,11.067624798835972,0.0876793985082749,0.5665971794871795,0.15384615384615385
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,5,256,40000,6.292047500610352,0.5091118313610211,3,-0.10434274913104086,0.043904384690834776,45.55353671583304,0.01793638496750858,0.5203602564102563,0.23076923076923078
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,8,256,40000,5.004396200180054,0.5024980528127435,2,0.0023543725203250265,0.06497306102355227,30.781988234708756,0.03986427094337205,0.5489664102564102,0.5128205128205128
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,9,256,40000,5.089765548706055,0.48983882314514715,2,-0.0041878444236124746,0.04031691864217578,49.606965694739074,0.04093719773360222,0.5418466666666667,0.48717948717948717
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,0,256,40000,6.75346040725708,0.48143262732092157,3,0.01777320421201989,0.18322392047669453,10.915605313960048,0.06449924037261115,0.549465641025641,0.2564102564102564
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,1,256,40000,7.4698646068573,0.5018571141428607,2,0.011585735307049871,0.2,9.97247698594667,0.07754486539261822,0.5793184615384614,0.28205128205128205
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,6,256,40000,7.016888856887817,0.49155071480616064,2,-0.01930904308303058,0.06253275402905625,31.98323872111385,0.08064329780082588,0.5798569230769229,0.48717948717948717
adaptive_meta,random_graph_k25,meta_adapt,1.0,50,7,256,40000,7.160820245742798,0.49927150071606236,2,-0.08784326443795736,0.09240577236932246,21.64366953188278,0.10250890809564968,0.5975833333333334,0.48717948717948717
adaptive_meta,parallel,rmhl_oracle,0.24,12,0,256,40000,1.9695448875427246,0.4876656365417954,0,nan,nan,nan,-0.0036453803016945783,0.48547213855421695,0.3795180722891566
adaptive_meta,parallel,rmhl_oracle,0.24,12,1,256,40000,1.9285848140716553,0.5025852365518454,0,nan,nan,nan,-0.003907244832990499,0.4994339859437751,0.13253012048192772
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,0,256,40000,7.7398154735565186,0.7428705308911837,19,0.8228391526352496,0.04274510193761923,46.788986558477106,0.19399030640872028,0.9371647368421052,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,1,256,40000,5.750769138336182,0.745710032411246,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.1925660314445191,0.9388252631578947,1.0
adaptive_meta,parallel,rmhl_oracle,0.24,12,2,256,40000,2.5825259685516357,0.47345506394311704,0,nan,nan,nan,-0.007214669654226646,0.4682291666666667,0.26506024096385544
adaptive_meta,parallel,rmhl_oracle,0.24,12,3,256,40000,2.717674493789673,0.5063713223285847,0,nan,nan,nan,-0.008037001665197371,0.5004241967871486,0.12650602409638553
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,2,256,40000,7.579933166503906,0.7447398306575211,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.19029721791986906,0.9360955263157894,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,3,256,40000,7.032055139541626,0.7455864174266978,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.193396579970192,0.9391447368421053,1.0
adaptive_meta,parallel,rmhl_oracle,0.24,12,6,256,40000,1.9114770889282227,0.4924040853244894,0,nan,nan,nan,-0.005571918772651584,0.48803765060240967,0.3493975903614458
adaptive_meta,parallel,rmhl_oracle,0.24,12,7,256,40000,2.0418543815612793,0.495373231828346,0,nan,nan,nan,-0.006703420388872567,0.4908245481927711,0.29518072289156627
adaptive_meta,parallel,rmhl_oracle,0.24,12,4,256,40000,2.6901841163635254,0.49949875631265556,0,nan,nan,nan,-0.0020142613135468554,0.49960818273092367,0.4457831325301205
adaptive_meta,parallel,rmhl_oracle,0.24,12,5,256,40000,2.684702157974243,0.47785972714253405,0,nan,nan,nan,-0.005708535360956021,0.4733893072289157,0.25301204819277107
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,6,256,40000,5.128658056259155,0.7446850581643677,19,0.8228391526352496,0.04274510193761923,46.788986558477106,0.19190215362810134,0.9367584210526317,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,7,256,40000,5.27632737159729,0.7500988668626416,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.19409682479032114,0.9444318421052632,1.0
adaptive_meta,parallel,rmhl_oracle,0.24,12,8,256,40000,1.9127779006958008,0.4968165372729328,0,nan,nan,nan,-0.0061792015623469525,0.49183559236947794,0.3192771084337349
adaptive_meta,parallel,rmhl_oracle,0.24,12,9,256,40000,1.9969868659973145,0.48716803597899544,0,nan,nan,nan,-0.002331325301204823,0.4863993473895582,0.09036144578313253
adaptive_meta,parallel,rmhl_oracle,0.5,25,0,256,40000,2.7770538330078125,0.4899821612522298,0,nan,nan,nan,-0.004722318626325111,0.4898519961051606,0.46835443037974683
adaptive_meta,parallel,rmhl_oracle,0.5,25,1,256,40000,2.8230931758880615,0.5031128614858923,0,nan,nan,nan,-0.00022649529157918019,0.5039970788704966,0.20253164556962025
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,4,256,40000,7.118824481964111,0.7433656189542976,19,0.8228359958126942,0.04274491219700749,46.78919425035144,0.19197478710657817,0.9355952631578949,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,5,256,40000,7.125089406967163,0.7465933016758374,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.19288720959116282,0.9395742105263158,1.0
adaptive_meta,parallel,rmhl_oracle,0.5,25,2,256,40000,2.86274790763855,0.4954905655636793,0,nan,nan,nan,-0.005397383955461682,0.4951682083739046,0.45569620253164556
adaptive_meta,parallel,rmhl_oracle,0.5,25,3,256,40000,2.7399845123291016,0.5146654606668174,0,nan,nan,nan,-0.003515249784069338,0.5126368062317428,0.05063291139240506
adaptive_meta,parallel,rmhl_oracle,0.5,25,4,256,40000,2.0173187255859375,0.49824941584382304,0,nan,nan,nan,-0.011304823066247867,0.4919822297955208,0.4936708860759494
adaptive_meta,parallel,rmhl_oracle,0.5,25,5,256,40000,1.9336769580841064,0.49600839174895106,0,nan,nan,nan,-0.01011505915044625,0.4905825219084713,0.4936708860759494
adaptive_meta,parallel,rmhl_oracle,0.5,25,8,256,40000,2.0491037368774414,0.5001077862365267,0,nan,nan,nan,0.002688201224739327,0.505965676728335,0.45569620253164556
adaptive_meta,parallel,rmhl_oracle,0.5,25,9,256,40000,2.0318355560302734,0.5034060701992413,0,nan,nan,nan,-0.0033416240574262305,0.5047624148003894,0.4810126582278481
adaptive_meta,parallel,rmhl_oracle,1.0,50,0,256,40000,2.0455539226531982,0.49855958393005195,0,nan,nan,nan,-0.017838296200262498,0.4902164102564103,0.48717948717948717
adaptive_meta,parallel,rmhl_oracle,1.0,50,1,256,40000,2.0054404735565186,0.5026530740433658,0,nan,nan,nan,0.019360552194372414,0.5323484615384616,0.48717948717948717
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,8,256,40000,6.944737195968628,0.7445020225622473,19,0.8228375741006495,0.042745007067102804,46.78909040441427,0.1932401931675385,0.9379915789473683,1.0
adaptive_meta,random_graph_k25,meta_adapt,2.0,100,9,256,40000,7.2162089347839355,0.7447022687872163,19,0.8228367849493821,0.04274495963200251,46.78914232738285,0.19303269630906805,0.9384,1.0
adaptive_meta,parallel,rmhl_oracle,0.5,25,6,256,40000,2.8366174697875977,0.49263561217054846,0,nan,nan,nan,-0.0036242499684595608,0.4916392405063291,0.4177215189873418
